,0
372,記者 張瑞楨 報導 台中市 保險 陳姓 夫妻 沈迷 大家樂 歪腦筋 彰化縣 識字 老嫗 利用 老嫗 信任 老嫗 兒孫 保險費 老嫗 保單 貸款 名目 老嫗 兒子 通知書 夫妻 地院 罪 陳男 陳妻 因人 老嫗 陳姓 夫妻 保險公司 陳男 經理 夫妻 彰化縣 老嫗 字 老嫗 家人 謊稱 保險費 老嫗 夫妻 老嫗 肥羊 老嫗 保險 保險 對象 老嫗 個兒 孫子 實際 老嫗 保險費 夫妻 老嫗 兒子 公司 本型 壽險 證件 保險公司 保單 借款 離譜 保險公司 借款 匯款 老嫗 帳戶 夫妻 老嫗 謊稱 錯誤 匯款 老嫗 手法 總金額 高達 夫妻 利用 識字 老嫗 信任 老嫗 財產 共犯 罪次 文書 罪次 行使 文書 賭博罪 老嫗 宣告 罪 陳男 徒刑 陳妻 徒刑 新聞 中獎 辦法
373,記者 國文 台北 報導 婦人 樓梯 處 腰椎 住院治療 保險公司 首度 住院 醫療保險 金康婦 住院 共天 保險金 富邦 人壽 保險公司 康婦次 住院 醫院 住院治療 富邦 醫療保險 金定 富邦 人壽 主張 康婦 住院 長達 車禍 康婦 住院 法院 康婦次 住院 醫院 住院 辦理手續 證人 康婦 民事 訴訟法 書 分配原則 保險公司 證明 康婦 意外事故 新聞 中獎 辦法
374,市議員 唐碧娥 保險 諮詢服務 記者 王捷 記者 王捷 台南 報導 市議員 唐碧娥 保險 民眾 民眾 安南 區 服務處 保險 唐碧娥 安南 區 鄉親 民眾 舟車勞頓 加碼 安南 區 保險 服務處 保單 保單 保險金 居家 火險 全險 公司 行號 團險 保險 契約 保險 安南 區 服務處 保險 鄉親 北區 服務處 保險 民眾 新聞 中獎 辦法
375,保險業 案例 辯 聯誼會 行程 記者 黃欣柏 洪友芳 報導 聯誼 法院 公務 華亞 科技 公司 副處長 陳培弘 美國 聯誼會 家屬 陳男 安達 產物 美國 運通卡 保險 安達 產險 聯誼會 商務 計畫 台北 地院 行程 公司 業務 目的 安達 產險 陳男 公司 策略 規劃 處 副處長 妻育 子女 公司 指派 美國 客戶 美光 公司 產品 聯誼會 愛達荷州 迪克 司湖 經濟 支柱 陳男 公司 安達 產物 美國 運通卡 保險 家屬 小時 商務旅行 傷者 意外保險 安達 產險 安達 產險 家屬 聯誼會 地點 美光 公司 所在地 費用 公 差旅費 陳男 申請表 核定表 商務旅行 陳男 湖 個人 範圍 商務旅行 陳妻 名 子女 台北 地院 雙方 合約 規定 範圍 要件 陳男 美光 公司 同事 聯誼會 公司 業務 目的 公務 性質 商務旅行 北院 公費 申請表 陳男 上司 聯誼 行程 陳男 湖 雙方 保險 契約 湖泊 民眾 戲水 安達 產險 事故 片面 範圍 陳男 家屬 華 亞科 副處長 陳培弘 事宜 司法程序 公司 評論 新聞 中獎 辦法
376,陳男 美國 安達 產物 美國 運通卡 保險 未料 聯誼會 台北 地院 安達 產險 圖 當事人 情境 記者 黃欣柏 台北 報導 華亞 科技 公司 副處長 男子 陳培弘 美國 安達 產物 美國 運通卡 保險 未料 聯誼會 安達 產險 聯誼會 商務 計畫 台北 地院 行程 公司 業務 目的 安達 產險 陳男 美國 客戶 美光 公司 產品 公司 安達 產物 美國 運通卡 保險 未料 聯誼會 家屬 華亞 公司 安達 產險 安達 產險 聯誼會 商務 行程 地點 美光 公司 所在地 陳男 湖 個人 家屬 台北 地院 陳男 美光 公司 同事 聯誼會 同仁 情誼 公司 業務 目的 陳男 長官 報告 聯誼 公務 行程 北院 陳男 湖 雙方 保險 契約 戲水 陳男 安達 產險 陳男 家屬 新聞 中獎 辦法
377,朱世春 保險公司 孝子 意外險 法院 保險公司 媒體 社會 輿論壓力 保險公司 事件 現行 保險 生態 保險費 保險費 部分 親友們 行為 保險公司 養老金 父親 時候 社會 保險 觀念 家庭 經濟 困境 長大 保險 信賴 原則 保險費 案件 保險 保險 產生 建議 政府 主管機關 保險公司 案件 比率 統計數據 民眾 保險公司 保險公司 華麗 動人 廣告 所託非人 金管會 保險 合約 爭議 作者 零售業 台北 市民 新聞 中獎 辦法
378,國壽 大樓 國泰人壽 記者 廖千瑩 台北 報導 劉女 墜樓 故事 劉 母親 向國壽 身故 國泰人壽 公司 保戶 墜樓 身故 親屬 親人 內心 國壽 部分 國壽 人身 墜樓 住處 陽台 高度 腰 護欄 鋁門窗 墜樓 墜樓 護欄 雨 雨 痕跡 保險 公平 原則 無法 國壽 時間 保戶 家屬 保戶 家屬 疑義 司法程序 法院 台北 榮 院 法院 劉女 留院 精神 意念 國壽 個案 法令 規定 契約 條款 實際 事故 原委 辦理 保險 正確性 公平性 公司 法院 法院 事宜 經濟 脈動 財經頻道 新聞 中獎 辦法
379,保戶 意外險 國壽 聲明 國泰人壽 記者 李靚慧 台北 報導 保戶 意外險 國泰人壽 公司 單位 標準 保戶 家屬 有所 疑義 司法程序 利息 保險金 遲延 情形 國泰人壽 國壽 規定 新竹市 警察局 道路 交通事故 保人 酒精 濃度 規定 標準值 台大 醫院 年校 附醫 秘字 分院 人體 小時 血 酒精 濃度 血 酒精 濃度 第依 新竹 保人 事故 處 分書 保人 機車 之友 無法 雙方 行向 號誌 壽 公司 時間 保戶 家屬 原因 保戶 家屬 疑義 司法程序 法院 台大 醫院 意見 血液 酒精 濃度 酵素 無法 濃度 數據 正確性 飲酒 公司 國壽 公司 程序 利息 保險金 實 遲延 情事 國壽 公司 人員 態度惡劣 情形 公司 查明 經濟 脈動 財經頻道 新聞 中獎 辦法
380,商美邦 外界 輿論 資料 記者 廖千瑩 報導 商美邦 劉志明 外界 輿論 商美邦 公司 形象 連 天團 事件 計畫 保險公司 國泰人壽 家屬 蘋果日報 報導 陳姓男 大生 因車禍 陳母 兒子 意外險 事故 國泰 陳生 遺體 酒精 殘值 酒 陳生 酒精 陳母 身體 後座 同學 警方 陳生 陳母 陳母 國泰 法院 國泰 陳母 陳母 投書 媒體 國泰 陳母 聯繫 事宜 見面 理賠金 利息 全數 陳母 媒體 金管會 保險局 民眾 保險 合約 範圍 保險公司 條款 爭議 保險公司 對方 金融 評議 中心 無法 司法 途徑 案情 金融 評議 中心 新聞 中獎 辦法
381,劉志明 商美邦 人壽 資料 記者 廖千瑩 報導 裝潢 工人 劉志明 意外險 工地 空 樓梯 胸部 電扇 馬達 保險公司 地院 保險公司 家屬 蘋果日報 報導 劉志明 經濟 拮据 中斷 保險 父母 商美邦 人壽 商美邦 人壽 劉男 死因 性 心肌 檢方 證明書 死因 性 胸部 心因 性休克 性 心肌 家屬 怒告 保險公司 地院 保險公司 家屬 新聞 中獎 辦法
382,保險業 車價 買輛 國產車 保險業 價格 事故 機率 金額 保險公司 條件 公司 車齡 跑車 公司 廠牌 車險 保險公司 核保 政策 損失率 跑車 車子 車主 方面 因素 車子 因素 性能 車價 越高純 跑車 保險公司 車主 因素 車主 車險 記者 楊雅民 新聞 中獎 辦法
383,記者 邱 桃園 報導 桃園市 保險公司 業務員 莊渝芳 老榮民 年齡 利息 本金 說詞 趙翁 保險 莊女 趙翁 受益人 桃園 地院 莊女 徒刑 科 罰金 宣告 法官 趙翁 陸軍 上士 俸 身體 資源 餘坪 房子 人民幣 利息 念頭 莊女 中壢 保險業務 結識 趙翁 保險公司 趙翁 趙翁 陌生人 信任 騙子 房子 國家 新聞 中獎 辦法
384,宜蘭縣 保險 爭議 統計表 記者 游明金 宜蘭 報導 住院 宜蘭縣 政府 消保官 周錫福 金管會 保險局 保險公司 比例 情形 金管會 保險局 爭議 爭議 機制 周錫福 保險局 官樣文章 同理 心 保險局 保險公司 官 誤會 新光 住院 縣府 函 縣府 消費者 服務中心 保險 爭議 案件 業者 新光人壽 住院 爭議 新光 周錫福 住院 保險 爭議 新光 比例 消費者 主治醫師 住院治療 住院 保險業 公司 顧問 醫師 住院 消費者 權益 縣府 行政院 金管會 保險局 議題 保險公司 醫療 申請人 實際 住院 證明 法理 性 保險局 被保險人 住院 保險公司 醫療 診斷書 住院 證明 疑義 實務 內聘 專業 醫師 意見 保險人 住院 保險局 個案 事實 爭議 爭議 機制 官樣文章 周錫福 保險局 保險公司 監督管理 責任 爭議 機制 問題 保險公司 比例 數字 代表 意義 保戶 公平 保險局 問題 保險局 新光 保險局 兩件事 現行 規定 保險人 主張 權益 新光 爭議 案件 比例 公司 新光 委任 醫師 流程 新光 公司 數據 消保官 案件 類型 保險公司 委任 專科 醫師 護理 紀錄 報告 要件 作業 流程 新聞 中獎 辦法
385,記者 游明金 特稿 政府 人民 解決問題 制度 不合理 過程 公平 權力者 主持公道 民眾 法律 程序 保險公司 小蝦米 鯨魚 保險局 保險公司 交手 經驗 客戶 信口開河 舌 蓮花 住院 爭議 保戶 主治醫師 證明 保險公司 委任 醫師 保戶 權益 邏輯 保險公司 信任 醫院 住院 證明 保戶 主治醫師 司法 單位 醫師 保戶 住院 信服 金管會 保險局 保險公司 主管 單位 縣府 比例 原則 保險公司 理由 爭議 機制 保險公司 心態 先 作法 態度 數字 意義 保險公司 爭議 件數 比例 遠高於 保險公司 保險局 原因 法規 保戶 爭議 機制 政府 幹嘛 新聞 中獎 辦法
386,支付寶 老人 保險 老人 法律 問題 中國 網友 人性 鳳凰網 報導 中國 平台 支付寶 老人 保險 老人 法律 問題 中國 網友 人性 鳳凰網 報導 支付寶 老人 保險 老人 肇事者 民眾 人民幣 台幣 費用 人民幣 台幣 法律 訴訟費 法律諮詢 老人 中國 網友 熱議 網友 人性 保險 網友 評價 網友 好人 公道 新聞 中獎 辦法
387,日本 電視 調查結果 職業 情境 報導 上班族 壓力 工時 過長 心靈 消息 日本 電視 調查結果 職業 報導 日本 電視 種 職業 外商 保險業 廣告 代理商 風險管理 公司員工 貿易商 網頁 負責人 新聞 中獎 辦法
388,經濟作物 梨 災害 保險 縣內 卓蘭 大湖 三灣 梨 農 記者 張勳騰 記者 張勳騰 苗栗 報導 行政院 農委會 農作物 保險制度 梨 農民 保險公司 農委會 卓蘭 大湖 三灣 鄉 梨 農 盈收 農業 許滿顯 縣內 卓蘭 梨 大湖 鄉 三灣 鄉 梨 農 農作物 災害 保險 要點 規定 農委會 農民 保險費 梨 金額 農業 處 卓蘭 農會 卓蘭 農會 中心 二樓 大湖地區 農會 社區 三灣 鄉農 三灣 鄉農 二樓 會議室 大湖 鄉梨 農 無力 農民 辛勤 成本 新聞 中獎 辦法
389,高雄 保險 校園 校方 作勢 動手 打人 圖 報導 保險 業務 高雄市 保險 校園內 辦公室 校方 作勢 動手 打人 惡狀 員警 傻眼 報導 左營區 德國 女性 保險 經紀人 校園 老師 聲稱 大門 學務 對方 校方 男性 進校 聲援 報導 保險 護欄 側門 入校 謊稱 氣憤 女 保險 入校 警方 現場 男性 員警 校方 惡狀 校方 警方 報導 保險公司 聯絡 對方 聯絡 保險 業績 警方 現場 男性 圖 男性 保險 員警 校方 惡狀 校方 警方 圖 學務 男 保險 保險 圖 新聞 中獎 辦法
390,宜蘭縣 保險 爭議 統計表 資料 來源 件數 宜蘭縣 政府 消費者 服務中心 記者 游明金 宜蘭 報導 住院 宜蘭縣 政府 保險 案件 新光人壽 比例 消保官 周錫福 部分 業者 心態 問題 消費者 權益 民眾 睜大眼睛 新光 規定 標準 專科 醫師 官 部分 業者 心態 縣府 消費者 服務中心 保險 爭議 案件 業者 新光人壽 住院 項目 爭議 糾紛 新光 消保官 周錫福 新光 比例 不合理 住院 爭議 保險公司 保戶 住院 保戶 醫院 住院 證明 住院 周錫福 公平 保險公司 醫療 專業 醫院 住院 證明 消費者 權益 金管會 保險局 行政院 建議 保險公司 專案 業務 保險業 經 專科 醫師 新光 件數 官 數字 類型 全都 住院 爭議 保險公司 委任 專科 醫師 護理 記錄 報告 要件 保險業 個案 新光 宜蘭 特性 住院 爭議 衛福部 健 保局 業務員 條文 公司 條款 產生 新聞 中獎 辦法
391,報導 新竹市 女子 車禍 保險公司 法院 蘋果日報 報導 張女 陸陸續續 新竹市 區 騎車 汽車 車禍 車禍 汽車 保險公司 醫藥費 保險公司 檢方 張女 出庭 假 車禍 最高法院 車禍 造禍 原因 證據 證明 張女 假 車禍 新聞 中獎 辦法
392,警方 真假 醫院 證明 記者 黃良傑 記者 黃良傑 高雄 報導 人壽 公司 黃姓 經理 股票 醫生 證明 家 保險公司 保險金 高市 警方 文書 罪嫌 函辦 高市 保險公司 公司 黃姓 經理 民國 公司 癌症 醫療 保險 大腸癌 肝癌 癌症 住院 醫療 大腸癌 肝癌 化療 長達 同事 化療 病患 倦態 情形 黃所提 醫院 證明書 關防 醫師 經向義 醫院 公司 警方 保險公司 保險公司 資料 證明 資料 醫院 證明 黃嫌 分類廣告 集團 保戶 病理 報告 委託 證明 病理 報告 收費 高達 索性 動手 股票 負債 警方 黃嫌 保險業務 規定 流程 股票 負債 大腸癌 肝癌 名義 住院治療 醫院 診斷書 病理 報告 資料 理賠金 全案 文書 罪嫌 函辦 保險公司 黃姓 經理 右稱 化療 記者 黃良傑 新聞 中獎 辦法
393,記者 黃欣柏 台北 報導 天下事 台北市 男子 保險公司 廣告 範例 總 保險 合約 台北 地院 契約 戴男 陳姓 專員 保險公司 家庭理財 變額 年金 保險 廣告 範例 報酬 年金 價值 字樣 心動 契 未料 合約 戴男 保險公司 保單 價值 台幣 保險公司 報酬 台北 地院 廣告 合約 投資人 戴男 主張 陳姓 專員 範例 無法 陳姓 專員 男 新聞 中獎 辦法
394,新竹市 登革熱 總動員 市長 李宏生 帶隊 社區 積水 容器 生源 區 告示牌 民眾 記者 洪美秀 記者 廖千瑩 台北 報導 入夏 本土 登革熱 疾管署 入夏 登革熱 病例 台灣 民眾 登革熱 保險 業者 保險 眉角 富邦 人壽 疾管署 登革熱 法定 傳染病 住院 醫療險 民眾 醫療險 法定 傳染病 責任 業者 從寬 契約 條款 項目 保險 責任 住院 醫療保障 保戶 因染 登革熱 身故 壽險 民眾 病媒 蚊 登革熱 富邦 人壽 登革熱 法定 傳染病 疾病 事故 無法 新聞 中獎 辦法
395,羅姓 女子 曾於 場合 指導 人術 記者 臉 書記 台北 報導 曾於 保險 經紀人 公司 羅姓 女子 資金 周轉 歐姓 婦人 遊說 歐婦 子女 壽險 士林 歐婦 羅女 保險業 外羅女 場合 傳授 人術 精準 人生 全盤 軌跡 檢方 歐姓 婦人 名 子女 保險 上羅 女 雙方 羅女 歐婦 保險費 歐婦 羅女 公司 歐婦 保單 狀況 狀況 公司 情形 公司 客訴羅女 羅女 無力 氣 歐婦 周 公司 雙方 借貸 關係 檢方 保險公司 保單 資料 羅女 部分 款項 歐婦 歐婦 羅女 羅女 辯詞 新聞 中獎 辦法
396,羅女曾 場合 傳授 人術 精準 人生 全盤 軌跡 記者 網路 記者 台北 報導 於永達 保險 經紀人 公司 羅姓 女子 資金 周轉 歐姓 婦人 遊說 歐婦 子女 壽險 士林 保險業 外羅女 場合 傳授 人術 精準 人生 全盤 軌跡 檢方 歐姓 婦人 名 子女 保險 上羅 女 雙方 羅女 歐婦 保險費 歐婦 公司 歐婦 保單 狀況 狀況 公司 情形 歐婦 公司 客訴羅女 羅女 無力 氣 歐婦 周 公司 雙方 借貸 關係 檢方 保險公司 保單 資料 羅女 部分 款項 歐婦 歐婦 羅女 羅女 辯詞 新聞 中獎 辦法
397,記者 黃欣柏 台北 報導 台北市 陳姓 男子 宜蘭 程未料 遊覽車 總醫院 陳妻 平安險 向富邦 產物保險 保險金 台北 地院 陳妻 無法 丈夫 疾病 事故 陳妻 陳男 夫婦 公司 宜蘭 遊 遊覽車 陳男 婦女節 未料 下層 司機 乘客 人員 心臟 公司 陳男 平安險 陳妻 富邦 產物保險 保險金 但富邦 產物保險 陳男 高血壓 糖尿病 陳妻 無法 死因 因素 台北 地院 陳男 服藥 病症 代表 病情 心肌梗塞 乘客 遊覽車 車速 陳妻 無法 陳男 因素 陳妻 新聞 中獎 辦法
398,記者 王孟倫 台北 報導 金管會 案 金管會 商美邦 保險 學生 保險 保單 條款 保險法 公司 負責人 證券交易 核 處 金管會 保險局 副局長 玉 商美邦 保險法 民眾 金管會 保單 條款 保險金 情節 學生 保險 金額 金管會 商美邦 案件 保戶 玉 舉例 學生 生病 商美邦 住院 醫療保險 費用 規定 檢驗費 事項 關係 企業 負責人 股東 關係人 資料 建檔 情事 額 保險 商品 廣告 文宣 警語 公司 電話 保人 全程 錄音 公司 辦理 股票 作業 規定 辦理 交易 資訊 玉 負責人 部分 商美邦 董事長 關係人 效益 資料 關係人 價格 交易 對象 現金 收支 資金運用 合理性 資料 董事會 委員會 證 交法 規定 核處 負責人 玉 保險業 辦理 保險業務 保險法 規定 辦理 公司 法令 保險市場 紀律 經濟 脈動 財經頻道 新聞 中獎 辦法
